year,team,closeness,betweenness,eigenvector,katz,degree,winning_pct
1997,St. Louis Cardinals,0.453125,0.0063790261703909916,0.11451353063704531,0.18203920813112073,0.48275862068965514,0.450617284
1997,San Francisco Giants,0.4915254237288136,0.02390042223786066,0.14633649960795989,0.182584596435099,0.6551724137931034,0.5555555556
1997,Milwaukee Brewers,0.5686274509803921,0.0527269390002732,0.2773095838868182,0.18331548981919096,0.7586206896551724,0.4814814815
1997,Cincinnati Reds,0.58,0.05868496672716274,0.2669478503156194,0.18331530542591518,0.8275862068965517,0.4691358025
1997,Houston Astros,0.5576923076923077,0.017524374733669523,0.18251210515646257,0.18258732694379393,0.48275862068965514,0.5185185185
1997,New York Mets,0.5272727272727272,0.07056326913557463,0.17047372617456027,0.1829490357699824,0.7931034482758621,0.5432098765
1997,Detroit Tigers,0.5272727272727272,0.03730661196574967,0.1901462105542191,0.18258714581732816,0.896551724137931,0.487654321
1997,Atlanta Braves,0.4461538461538462,0.0015050197332411486,0.1325808845918008,0.18222088396544145,0.41379310344827586,0.6234567901
1997,Cleveland Guardians,0.5576923076923077,0.07956162636199124,0.30437448342037926,0.18331640398152374,1.0344827586206897,0.5308641975
1997,Miami Marlins,0.5686274509803921,0.09655998061656604,0.26791881254371247,0.1831345430279694,0.9655172413793103,0.5679012346
1997,Pittsburgh Pirates,0.4603174603174603,0.009838533114395184,0.07640218037814342,0.18203774659662283,0.20689655172413793,0.487654321
1997,Chicago Cubs,0.5178571428571429,0.03674530277507675,0.16824047944505696,0.18258605234342407,0.6206896551724138,0.4197530864
1997,Minnesota Twins,0.3918918918918919,0.007158005367906389,0.04236387482389696,0.18185479579895333,0.27586206896551724,0.4197530864
1997,Los Angeles Angels,0.47540983606557374,0.012230725623582765,0.12501937840244232,0.18240309954937067,0.5862068965517241,0.5185185185
1997,New York Yankees,0.5272727272727272,0.031229643010648515,0.19043175933556727,0.18258696505384125,0.5517241379310345,0.5925925926
1997,Colorado Rockies,0.5471698113207547,0.04851063365095339,0.23448474688144436,0.18295140874447136,0.5517241379310345,0.512345679
1997,Seattle Mariners,0.48333333333333334,0.043860445070239354,0.11385848579815497,0.1824021886538479,0.5517241379310345,0.5555555556
1997,Toronto Blue Jays,0.4264705882352941,0.015855731282228558,0.09068658784432022,0.1820377500449223,0.27586206896551724,0.4691358025
1997,Texas Rangers,0.47540983606557374,0.02795703531159692,0.1342680115744702,0.18240292150822549,0.6206896551724138,0.475308642
1997,Los Angeles Dodgers,0.42028985507246375,0.012430160151835028,0.06109619150636962,0.1820368349751423,0.20689655172413793,0.5432098765
1997,Arizona Diamondbacks,0.4915254237288136,0.006409730116626669,0.1883073326090391,0.1824047491069332,0.41379310344827586,0.0
1997,Tampa Bay Rays,0.0,0.0,1.570362051957309e-16,0.18148944466109998,0.13793103448275862,0.0
1998,San Diego Padres,0.5185185185185185,0.08024139807869968,0.24784944537703288,0.18618167155983675,0.7142857142857142,0.6049382716
1998,Houston Astros,0.45161290322580644,0.014421889104428785,0.11588841502847251,0.18525373356057792,0.3214285714285714,0.6296296296
1998,Chicago Cubs,0.4827586206896552,0.056849719210830325,0.1456219370798391,0.18580893579659788,0.46428571428571425,0.5555555556
1998,Atlanta Braves,0.4444444444444444,0.02791952536000155,0.11541475720254477,0.18543861399948758,0.5,0.6543209877
1998,San Francisco Giants,0.4827586206896552,0.030885637730875826,0.13583556670229235,0.1856238680767659,0.6071428571428571,0.549382716
1998,Seattle Mariners,0.5384615384615384,0.08082187433377909,0.2077987058233931,0.1861803711210065,0.6071428571428571,0.4691358025
1998,Baltimore Orioles,0.4745762711864407,0.011652169846614288,0.18838485453996762,0.18544047535760871,0.3571428571428571,0.487654321
1998,Miami Marlins,0.56,0.062425356095991,0.26978467301527137,0.18618204575229094,1.2142857142857142,0.3333333333
1998,New York Mets,0.6086956521739131,0.15717069012703933,0.36424952760817314,0.18673910768417534,1.6785714285714284,0.5432098765
1998,Cincinnati Reds,0.5833333333333334,0.10925671257020463,0.3281601924961999,0.18655348126139476,1.0357142857142856,0.475308642
1998,New York Yankees,0.4057971014492754,0.008786323171243806,0.08069389725211634,0.1852524340452236,0.46428571428571425,0.7037037037
1998,Minnesota Twins,0.3835616438356164,0.01018990929705215,0.06938935157749546,0.1852524307207102,0.46428571428571425,0.4320987654
1998,Arizona Diamondbacks,0.509090909090909,0.07558803483406656,0.18788515980908382,0.18581042093061775,0.8571428571428571,0.4012345679
1998,Cleveland Guardians,0.5490196078431373,0.08670547706261991,0.2054259346247934,0.18599567574667683,0.8214285714285714,0.549382716
1998,Milwaukee Brewers,0.4827586206896552,0.019746020440464883,0.13532625570283138,0.1854393564741499,0.3214285714285714,0.4567901235
1998,Toronto Blue Jays,0.509090909090909,0.0417994733074098,0.2389888294790809,0.18581172358579026,0.5357142857142857,0.5432098765
1998,Texas Rangers,0.509090909090909,0.02589720024243834,0.21561204888369562,0.18599549160557277,0.5714285714285714,0.5432098765
1998,Detroit Tigers,0.5384615384615384,0.0405793772658852,0.27187821272368523,0.18599771958364533,0.5357142857142857,0.4012345679
1998,Chicago White Sox,0.4307692307692308,0.02608856458062807,0.11859287801865397,0.18543861473826836,0.3571428571428571,0.4938271605
1998,St. Louis Cardinals,0.4666666666666667,0.03976369750179273,0.17650064833529705,0.18562516833090095,0.7857142857142857,0.512345679
1998,Philadelphia Phillies,0.4444444444444444,0.027203527659876856,0.11638626108918772,0.18543861436887799,0.42857142857142855,0.462962963
1998,Los Angeles Angels,0.4827586206896552,0.009229702543194607,0.13881951132767295,0.18562368356627149,0.3214285714285714,0.524691358
1998,Boston Red Sox,0.5,0.04692040396405475,0.20804371074584074,0.18617981777421838,0.6071428571428571,0.5679012346
1998,Kansas City Royals,0.42424242424242425,0.005858948517678675,0.09331164785119002,0.1852526198485844,0.21428571428571427,0.4444444444
1998,Oakland Athletics,0.4375,0.025008923322415378,0.12933470881441336,0.18543824719484095,0.3571428571428571,0.4567901235
1998,Washington Nationals,0.37333333333333335,0.001114890400604686,0.06228662718402091,0.18506699508806046,0.2857142857142857,0.4012345679
1998,Los Angeles Dodgers,0.4745762711864407,0.03993993513834783,0.1820988183279562,0.18562516962376727,1.0714285714285714,0.512345679
1998,Colorado Rockies,0.39436619718309857,0.012936717897035356,0.0607990401272613,0.18525169027769497,0.3214285714285714,0.475308642
1998,Pittsburgh Pirates,0.4375,0.024733350130175517,0.09052477974412003,0.18525298960835407,0.3214285714285714,0.4259259259
1999,Cincinnati Reds,0.5406896551724139,0.08019636015325671,0.2818343700899155,0.18302569595572724,0.6896551724137931,0.5925925926
1999,Miami Marlins,0.4827586206896552,0.09484469074986317,0.14946166682429948,0.18265836703125876,0.7931034482758621,0.3950617284
1999,Los Angeles Dodgers,0.4827586206896552,0.03726004769723982,0.17944002659253913,0.18265946276373285,0.5172413793103449,0.475308642
1999,Chicago White Sox,0.4603174603174603,0.0,0.13801164457384205,0.18229396580954826,0.13793103448275862,0.462962963
1999,Detroit Tigers,0.4661117717003568,0.02892231605285793,0.19818280601041505,0.18265928301640075,0.7586206896551724,0.4259259259
1999,Houston Astros,0.45821157218001174,0.018077058409570725,0.2031624726522685,0.1826592835610896,0.5517241379310345,0.5987654321
1999,New York Yankees,0.4431882419446015,0.05981703026038002,0.15280374982761472,0.1826583668496958,0.5862068965517241,0.6049382716
1999,San Diego Padres,0.4915360501567398,0.050791695988740324,0.16401827096818955,0.1826587330621896,0.7586206896551724,0.4567901235
1999,New York Mets,0.519893899204244,0.07686195167722262,0.32014906108518504,0.18320817472103987,0.9655172413793103,0.5987654321
1999,St. Louis Cardinals,0.5006385696040868,0.04306679568379076,0.22553636712088787,0.1826605599487106,0.7931034482758621,0.462962963
1999,Toronto Blue Jays,0.5406896551724139,0.0873010986003597,0.2645516882483568,0.183206712776072,0.8620689655172413,0.5185185185
1999,Pittsburgh Pirates,0.41591511936339526,0.016842110407381344,0.0972657069282387,0.1822932321136199,0.3793103448275862,0.4814814815
1999,Arizona Diamondbacks,0.4661117717003568,0.03554372898584721,0.17564787110069657,0.18265927992983036,0.6896551724137931,0.6172839506
1999,Kansas City Royals,0.4915360501567398,0.0330195871452029,0.15984550112875998,0.18265873106499703,0.5862068965517241,0.3950617284
1999,Philadelphia Phillies,0.5006385696040868,0.027765560247087342,0.17264264879142868,0.1826587336068785,0.41379310344827586,0.475308642
1999,Boston Red Sox,0.5632183908045978,0.05570509813120651,0.3203021493105503,0.18338955739075255,0.6896551724137931,0.5802469136
1999,Cleveland Guardians,0.37547892720306514,0.009113300492610839,0.05653889289705908,0.18192827948519458,0.1724137931034483,0.5987654321
1999,Atlanta Braves,0.47428917120387176,0.02513634764250527,0.14873371386947884,0.18265818510517112,0.6206896551724138,0.6358024691
1999,Tampa Bay Rays,0.41591511936339526,0.025533661740558294,0.10214758488594221,0.1822934133134557,0.41379310344827586,0.4259259259
1999,Baltimore Orioles,0.4661117717003568,0.06544002658534678,0.1740509935584176,0.18265855222547972,0.5862068965517241,0.4814814815
1999,Colorado Rockies,0.4915360501567398,0.07080987567440769,0.20599445946444284,0.18284121237219114,1.0344827586206897,0.4444444444
1999,Los Angeles Angels,0.4224137931034483,0.014665435139573071,0.09178633710255107,0.18211130312095536,0.27586206896551724,0.4320987654
1999,Oakland Athletics,0.4360400444938821,0.01960864805692392,0.14395492247617456,0.18247607454954487,0.6551724137931034,0.537037037
1999,Seattle Mariners,0.519893899204244,0.0611326139651263,0.2822913590083283,0.18284376877869235,0.5862068965517241,0.487654321
1999,Washington Nationals,0.41591511936339526,0.0009901086871530222,0.09791370313838504,0.18211112301049734,0.13793103448275862,0.4197530864
1999,San Francisco Giants,0.3975659229208925,0.016561595902728907,0.060703711444070545,0.18211020702535538,0.27586206896551724,0.5308641975
1999,Minnesota Twins,0.4224137931034483,0.006481644381890688,0.08562192414555186,0.18211112046861586,0.27586206896551724,0.3888888889
1999,Chicago Cubs,0.4915360501567398,0.05386611541168192,0.17861741892022046,0.18265927956670447,0.7241379310344828,0.4135802469
1999,Texas Rangers,0.3975659229208925,0.012589432324653997,0.10152614469636254,0.18211112301049734,0.4482758620689655,0.5864197531
1999,Milwaukee Brewers,0.4096133751306165,0.009987098287590899,0.12016346954559935,0.18229359796298777,0.5172413793103449,0.4567901235
2000,Los Angeles Dodgers,0.4915254237288136,0.019775242654099277,0.140593881816559,0.18234267691864872,0.4482758620689655,0.5308641975
2000,New York Yankees,0.5087719298245614,0.03200401922854606,0.19332985067082026,0.1827079090168184,0.7586206896551724,0.537037037
2000,Kansas City Royals,0.4915254237288136,0.015119571862182699,0.13762859351404674,0.1823424947637925,0.3103448275862069,0.475308642
2000,San Francisco Giants,0.47540983606557374,0.010950297649805039,0.13820605113138307,0.18234267691864872,0.27586206896551724,0.5987654321
2000,Milwaukee Brewers,0.5576923076923077,0.021163073199954197,0.2690704562382086,0.18289244386048417,0.7241379310344828,0.450617284
2000,Chicago White Sox,0.5087719298245614,0.03113428698890197,0.21296028588768062,0.18270809625169052,0.6896551724137931,0.5864197531
2000,Cincinnati Reds,0.5471698113207547,0.07619693165130034,0.23653877227258088,0.18325330061352196,1.0,0.524691358
2000,New York Mets,0.5686274509803921,0.06726366243153901,0.26066171458588394,0.18307314655786225,0.8620689655172413,0.5802469136
2000,Colorado Rockies,0.47540983606557374,0.03452845497342516,0.13670454108478436,0.18234249367521765,0.7931034482758621,0.5061728395
2000,Seattle Mariners,0.4915254237288136,0.013779686378208547,0.12215042096089807,0.18216087857069632,0.41379310344827586,0.5617283951
2000,Oakland Athletics,0.48333333333333334,0.03724639140279535,0.1630260806854116,0.18252465597002424,0.48275862068965514,0.5617283951
2000,San Diego Padres,0.6041666666666666,0.0971156020757395,0.27201373270777135,0.18325512415780465,0.8275862068965517,0.4691358025
2000,Pittsburgh Pirates,0.4603174603174603,0.020044154596591725,0.14991621833919133,0.18234286106922548,0.48275862068965514,0.4259259259
2000,Detroit Tigers,0.48333333333333334,0.015405770733745846,0.11259636302413867,0.18216033192469855,0.4482758620689655,0.487654321
2000,Philadelphia Phillies,0.5370370370370371,0.060053456431794536,0.15674862223127023,0.18270626708310453,0.6551724137931034,0.4012345679
2000,Atlanta Braves,0.4027777777777778,0.003286515755727579,0.052919772400771996,0.18179473497252904,0.3793103448275862,0.5864197531
2000,Texas Rangers,0.5272727272727272,0.04284339968647721,0.20147184387481726,0.18270773030911586,0.6896551724137931,0.4382716049
2000,Washington Nationals,0.5087719298245614,0.04778448368673932,0.18603088167686974,0.18270736309653718,0.6896551724137931,0.4135802469
2000,Toronto Blue Jays,0.5471698113207547,0.05742476688321906,0.2044431935537514,0.1827086370919558,0.8275862068965517,0.512345679
2000,St. Louis Cardinals,0.5087719298245614,0.02291149366434562,0.17482433695420363,0.18252556692573443,0.6896551724137931,0.5864197531
2000,Houston Astros,0.5,0.034233029955093745,0.128158178515329,0.18252337834602278,0.5517241379310345,0.4444444444
2000,Los Angeles Angels,0.48333333333333334,0.010050034803729386,0.10921300541121534,0.1821599688849901,0.41379310344827586,0.5061728395
2000,Chicago Cubs,0.5918367346938775,0.10319291067443777,0.26732693549679204,0.18325512161779667,0.8620689655172413,0.4012345679
2000,Cleveland Guardians,0.5087719298245614,0.018018540709427412,0.18355850337909646,0.18252575089488202,0.6896551724137931,0.5555555556
2000,Miami Marlins,0.5471698113207547,0.02335086448711027,0.21310990004624522,0.1827084585656824,0.41379310344827586,0.487654321
2000,Arizona Diamondbacks,0.5272727272727272,0.011701784517444358,0.15232772101187889,0.1823434057195027,0.3793103448275862,0.524691358
2000,Boston Red Sox,0.5272727272727272,0.024476877802000953,0.18122378423653346,0.18252593069115944,0.6551724137931034,0.524691358
2000,Tampa Bay Rays,0.5272727272727272,0.024608222237532583,0.1835898396795422,0.1825259323240217,0.5517241379310345,0.4259259259
2000,Baltimore Orioles,0.5370370370370371,0.0562495515891938,0.19969234705019862,0.18288915981162732,0.9310344827586207,0.4567901235
2000,Minnesota Twins,0.42028985507246375,0.006264261190369565,0.1017582145394791,0.18215924117271093,0.3103448275862069,0.4259259259
2001,New York Yankees,0.5471698113207547,0.039334136717141636,0.2607720096202134,0.18284372268235188,0.9655172413793103,0.5864197531
2001,Colorado Rockies,0.5918367346938775,0.16789703864827016,0.3369097235486034,0.1835712661817035,1.6896551724137931,0.450617284
2001,Tampa Bay Rays,0.453125,0.010736765970756118,0.1299649692716246,0.18229410322271086,0.41379310344827586,0.3827160494
2001,Kansas City Royals,0.5471698113207547,0.03470804988662131,0.27729127019597144,0.1830256527223259,0.6206896551724138,0.4012345679
2001,Oakland Athletics,0.5370370370370371,0.05371455651628065,0.2502665375605827,0.1828429942526448,0.8620689655172413,0.6296296296
2001,Cleveland Guardians,0.5178571428571429,0.07020129227641543,0.1959917522425233,0.18265996557653974,0.7586206896551724,0.5617283951
2001,New York Mets,0.58,0.09085508087971139,0.3086661529950297,0.183389331602661,1.103448275862069,0.5061728395
2001,Toronto Blue Jays,0.453125,0.01514868546888251,0.12143066947973602,0.18229392002590766,0.5172413793103449,0.4938271605
2001,Chicago White Sox,0.46774193548387094,0.017883621578202856,0.1460641123418032,0.18247639638816202,0.6896551724137931,0.512345679
2001,Miami Marlins,0.5,0.017171006333567912,0.13864518821243413,0.1824763934831582,0.3793103448275862,0.4691358025
2001,Boston Red Sox,0.4461538461538462,0.018974238678672175,0.10844173702412332,0.18229337116174898,0.3793103448275862,0.5061728395
2001,Los Angeles Dodgers,0.48333333333333334,0.05437079341020228,0.16871582167042945,0.18284007381599512,0.7931034482758621,0.5308641975
2001,Milwaukee Brewers,0.453125,0.011620262605484283,0.11196508504875852,0.18211217191179763,0.48275862068965514,0.4197530864
2001,Cincinnati Reds,0.5471698113207547,0.04942681155735343,0.22171167157507726,0.18284244284660778,0.7586206896551724,0.4074074074
2001,San Diego Padres,0.48333333333333334,0.056996779903183845,0.14302771755208007,0.18265741498318855,0.8275862068965517,0.487654321
2001,Chicago Cubs,0.5087719298245614,0.08174803097832656,0.19730954979054735,0.18302218850527432,0.7931034482758621,0.5432098765
2001,Los Angeles Angels,0.5087719298245614,0.007583176948940497,0.19649304001769838,0.18247785887602108,0.27586206896551724,0.462962963
2001,Pittsburgh Pirates,0.5471698113207547,0.0864235791575693,0.23489042070280422,0.1830238296508681,0.7241379310344828,0.3827160494
2001,Minnesota Twins,0.4461538461538462,0.02622321917272656,0.10846197654722248,0.1822931903252614,0.3103448275862069,0.524691358
